gene	mean	lfc	p	padj	group1	group2	contrast	isDE
NonamEVm000119	2.0339945281529883	-4.3533372752823105	0.026940139186350867	0.05092638345522984	long	short	long_short	FALSE
NonamEVm003460	34.37210760087044	-1.073237606040514	0.026977757951125062	0.050987756433218796	long	short	long_short	FALSE
NonamEVm000392	3.1373465356115577	-4.081615451850774	0.02703338628645689	0.051078959329371586	long	short	long_short	FALSE
NonamEVm001182	271.54408929108456	-0.5965183547992355	0.027036336799439002	0.051078959329371586	long	short	long_short	FALSE
NonamEVm007145	76.01983750901995	-0.7358736056888118	0.027097710496385846	0.05115584568337168	long	short	long_short	FALSE
NonamEVm007047	137.42963201654095	0.7194426654632388	0.027089612354069707	0.05115584568337168	long	short	long_short	FALSE
NonamEVm012307	176.59616375548347	0.6861605466789101	0.027089890416767314	0.05115584568337168	long	short	long_short	FALSE
NonamEVm006030	187.00712508402782	0.6461011723009377	0.027095752528145316	0.05115584568337168	long	short	long_short	FALSE
NonamEVm001099	98.45971003359053	-0.7245758335104576	0.02714214693970425	0.051229961112972205	long	short	long_short	FALSE
NonamEVm004632	367.17994529009513	0.6569837997140848	0.02716035248603609	0.051254547712016235	long	short	long_short	FALSE
NonamEVm001771	3.3405694933346157	-3.204919253799645	0.027197094072316814	0.05131409779592892	long	short	long_short	FALSE
NonamEVm002150	669.3274781506792	-0.7128882659307941	0.027258651819837786	0.051420438126022636	long	short	long_short	FALSE
NonamEVm000884	569.0984139327513	-0.6173659159296577	0.027294014826376573	0.05147733385207215	long	short	long_short	FALSE
NonamEVm000735	4.503344234634058	-2.535484987892573	0.02730688575308761	0.051491795238672824	long	short	long_short	FALSE
NonamEVm002271	95.49211207428056	-0.8585668494395177	0.027331105955939888	0.05152764803581275	long	short	long_short	FALSE
NonamEVm001334	406.55530737861994	0.6841218418775311	0.027344383955306858	0.05154286164223174	long	short	long_short	FALSE
NonamEVm010646	78.34531828207884	0.9894354338740413	0.027355006390416443	0.051543248903191376	long	short	long_short	FALSE
NonamEVm006834	41.187658874237044	0.9357189225758944	0.027352391906017848	0.051543248903191376	long	short	long_short	FALSE
NonamEVm006256	48.991473210941514	-0.9400298019653206	0.0274008456610827	0.05161979224482665	long	short	long_short	FALSE
NonamEVm003403	1039.5817841756534	0.48378086551045985	0.027408939380403823	0.05162521204957675	long	short	long_short	FALSE
NonamEVm003244	2.8679365048026546	-3.4725572508000186	0.027429269389137863	0.05164391028629153	long	short	long_short	FALSE
NonamEVm001091	43.00017434606907	-0.8740562891420375	0.027429304008159693	0.05164391028629153	long	short	long_short	FALSE
NonamEVm005017	213.35133501294203	-0.6768043098994527	0.027457518300007415	0.051687198230335435	long	short	long_short	FALSE
NonamEVm001415	15.457079901781752	-1.4076685584470683	0.027515395700827273	0.05178629818474452	long	short	long_short	FALSE
NonamEVm011110	85.85802023632915	0.952336078621788	0.02752250128279434	0.05178982177116045	long	short	long_short	FALSE
NonamEVm000598	105.60156724656073	-0.7292342806273506	0.02753718363027043	0.051807598708204596	long	short	long_short	FALSE
NonamEVm007226	10.922957292117648	1.845901231052811	0.027667801428753445	0.052023667668429426	long	short	long_short	FALSE
NonamEVm006400	79.97330325910629	-0.8867975715271695	0.027664335000911873	0.052023667668429426	long	short	long_short	FALSE
NonamEVm008439	66.45486740645852	0.8531730483199517	0.02765936691756594	0.052023667668429426	long	short	long_short	FALSE
NonamEVm007142	3.480799315771378	-3.3049113073512024	0.02774062465906981	0.0521506879988896	long	short	long_short	FALSE
NonamEVm009652	3.940471231690139	-3.2333787788151724	0.02774679980797802	0.05215238953461548	long	short	long_short	FALSE
NonamEVm008393	8.710721227943003	-1.804498918510748	0.027756856625527515	0.052161384953706855	long	short	long_short	FALSE
NonamEVm010864	7.228117203105246	-2.2910581262197582	0.027799311700552113	0.05223124902006146	long	short	long_short	FALSE
NonamEVm009008	93.43499757684808	0.968907041254076	0.027920876679859527	0.05244969544872625	long	short	long_short	FALSE
NonamEVm009288	6.219737615178588	3.2841201142478607	0.027947261207121345	0.05248665594414107	long	short	long_short	FALSE
NonamEVm003467	102.0939417555943	0.7229240843079132	0.027951159743898894	0.05248665594414107	long	short	long_short	FALSE
NonamEVm002421	40.35309735963271	-0.917735630138367	0.028016270634505094	0.05259894027680941	long	short	long_short	FALSE
NonamEVm009298	308.5538842414012	0.5551612582920454	0.02808335361180331	0.05271488379028937	long	short	long_short	FALSE
NonamEVm000776	614.1457237403133	-0.7237117953513035	0.02816386789498809	0.052855990269069245	long	short	long_short	FALSE
NonamEVm005763	63.38371733171512	-0.9546678085129028	0.028192711006021064	0.05290008875911726	long	short	long_short	FALSE
NonamEVm006289	7.7308737145449875	-1.9821677392556583	0.028216936740705478	0.052935508243795525	long	short	long_short	FALSE
NonamEVm005971	97.7762826278635	-0.9654876747830479	0.02825257332810162	0.05299231722041198	long	short	long_short	FALSE
NonamEVm010337	1013.9759620056859	0.9202018804784404	0.028338221467417865	0.05314289172665666	long	short	long_short	FALSE
NonamEVm006804	98.72951784720719	-0.7181773493281753	0.028346347924486707	0.053148059693202056	long	short	long_short	FALSE
NonamEVm002952	193.36190862765721	-0.7349571174744108	0.028356149079719194	0.053156365086740126	long	short	long_short	FALSE
NonamEVm001292	127.63806265613208	-0.641846776974924	0.02836798028833538	0.05316847214647101	long	short	long_short	FALSE
NonamEVm003300	234.48318159099412	0.5804245522601175	0.02841144693952152	0.053239855882125535	long	short	long_short	FALSE
NonamEVm003938	99.19465106999047	0.8909344333299568	0.02847375247247276	0.05334650785073655	long	short	long_short	FALSE
NonamEVm008765	5.370638980083047	-2.3659158220907885	0.028486026548472886	0.053353763429936925	long	short	long_short	FALSE
NonamEVm001691	28.585311935734268	-1.169250058420368	0.028493020514862796	0.053353763429936925	long	short	long_short	FALSE
NonamEVm009913	216.16203403434048	0.8793648844881262	0.028493799487390527	0.053353763429936925	long	short	long_short	FALSE
NonamEVm001660	222.0460305706558	0.5785859984367451	0.028525192087398153	0.05340244057829968	long	short	long_short	FALSE
NonamEVm007544	211.0488012632739	0.78345719208261555	0.028563370134345262	0.05346380004718757	long	short	long_short	FALSE
NonamEVm010063	338.19950676129486	0.7022323365639849	0.028658995154843277	0.05363264297510005	long	short	long_short	FALSE
NonamEVm005157	954.0860724229799	0.5551873316242328	0.028702377814728185	0.05370367382388923	long	short	long_short	FALSE
NonamEVm004748	1899.4242873135724	-0.7219557540016254	0.028727654441131026	0.05374080687134832	long	short	long_short	FALSE
NonamEVm001451	597.9361156058001	-0.5026220121886406	0.028736043614416895	0.05374634050430346	long	short	long_short	FALSE
NonamEVm001222	172.39013625943042	-0.6995300058568582	0.028742183327388416	0.0537476655721534	long	short	long_short	FALSE
NonamEVm000906	361.75680721306185	-0.6014189633577879	0.028758090440376576	0.0537672516527426	long	short	long_short	FALSE
NonamEVm007795	102.97734002466832	0.9787476070420121	0.0288310807825721	0.053893535214267756	long	short	long_short	FALSE
NonamEVm005363	5.044792646161274	-2.408133237185765	0.028859431065125684	0.05393634179801393	long	short	long_short	FALSE
NonamEVm011589	87.47802289944613	0.7635265698373385	0.028991011927980936	0.054161951003100034	long	short	long_short	FALSE
NonamEVm008700	227.57755141964861	0.6526791228038055	0.028991092811582547	0.054161951003100034	long	short	long_short	FALSE
NonamEVm007310	876.5523812082907	-0.6097365017974874	0.028996924202723404	0.054162620217091506	long	short	long_short	FALSE
NonamEVm003970	606.224761345412	-0.5045971420946997	0.02902555401912529	0.05420586574320888	long	short	long_short	FALSE
NonamEVm001004	14.137823338164603	-1.525820802273534	0.02904276429669924	0.05421754300700541	long	short	long_short	FALSE
NonamEVm006549	19.456757674709053	1.336488475290015	0.029040908899094907	0.05421754300700541	long	short	long_short	FALSE
NonamEVm000412	240.71945037306278	-0.6499948901707853	0.029054495354782075	0.0542292127557381	long	short	long_short	FALSE
NonamEVm008203	20.767136859983573	1.3084630876811312	0.029061209641157607	0.054231516237770255	long	short	long_short	FALSE
NonamEVm007729	84.24935290163266	1.0796967289627937	0.02907512630079128	0.05424725676331646	long	short	long_short	FALSE
NonamEVm007483	4.132668869871714	-2.6951632309413616	0.029156935642303764	0.054389639041703686	long	short	long_short	FALSE
NonamEVm008248	21.559752285226423	-1.1660410075203544	0.029259689647730774	0.0545615416543002	long	short	long_short	FALSE
NonamEVm003322	272.89386839425	-0.6115451750895313	0.02926011535563573	0.0545615416543002	long	short	long_short	FALSE
NonamEVm006205	162.19442989577422	0.8085319090138221	0.029270658747751033	0.05457091917252152	long	short	long_short	FALSE
NonamEVm006064	102.96466170597404	-0.6982190144765279	0.029345328694320612	0.054699825345450516	long	short	long_short	FALSE
NonamEVm009405	4.955181147433435	-2.497877441399418	0.029370378584765433	0.05473620837567584	long	short	long_short	FALSE
NonamEVm007874	19.572134614984115	-1.2194220258683492	0.029383613789222447	0.05475056337001418	long	short	long_short	FALSE
NonamEVm004093	17.336426618172116	-1.4390970030378611	0.029463425357405166	0.054888941516732216	long	short	long_short	FALSE
NonamEVm012833	1.7268016539520163	-5.1200187124011345	0.02948421709996007	0.05491733717696309	long	short	long_short	FALSE
NonamEVm000128	96.8552854700791	-0.7061268790672081	0.029519467974032914	0.05497264867727319	long	short	long_short	FALSE
NonamEVm005520	21.845170077879878	-1.208318141244282	0.02960932421618754	0.05511923860861398	long	short	long_short	FALSE
NonamEVm010662	474.40345520223127	0.7249171148654815	0.029605501046353393	0.05511923860861398	long	short	long_short	FALSE
NonamEVm007793	6.945856769813171	2.3764170011292833	0.029632352455364105	0.05514136139493855	long	short	long_short	FALSE
NonamEVm001906	276.11426428903496	-0.7940921643848087	0.029631464952345386	0.05514136139493855	long	short	long_short	FALSE
NonamEVm001493	32.52918109042569	-1.076512341831014	0.029646361797210367	0.05515705891054593	long	short	long_short	FALSE
NonamEVm012203	15.015470792535506	-1.4229218596110713	0.029712344817558255	0.05526942938243543	long	short	long_short	FALSE
NonamEVm000324	2.753430624058334	-3.675437551243038	0.029759746685149868	0.05534720037516314	long	short	long_short	FALSE
NonamEVm012177	87.06523037331152	0.9581155674640779	0.02980554348111654	0.05542195758908856	long	short	long_short	FALSE
NonamEVm008359	1117.934995173309	-0.7179952560105362	0.029814925392653374	0.055428987729794814	long	short	long_short	FALSE
NonamEVm000980	594.4630176200683	-0.583839911589048	0.029912360677358973	0.0555996846850384	long	short	long_short	FALSE
NonamEVm007964	4.4590508577964325	-2.6086242615169084	0.02995353209934306	0.055648480684639866	long	short	long_short	FALSE
NonamEVm009350	160.51806079848103	0.7968120639941183	0.029955482680585746	0.055648480684639866	long	short	long_short	FALSE
NonamEVm002017	285.64295310188686	0.612916990945191	0.0299519103482408	0.055648480684639866	long	short	long_short	FALSE
NonamEVm003854	298.7730579287717	-0.6621421506043297	0.02996399215326372	0.055653841281662494	long	short	long_short	FALSE
NonamEVm006100	6.1054656080494825	-2.1080141742033995	0.030031146034146465	0.05576810305008696	long	short	long_short	FALSE
NonamEVm008493	741.6790483098864	0.6004550444865462	0.030042696788200818	0.055779085819143585	long	short	long_short	FALSE
NonamEVm007908	77.01677407908319	-0.7551968256999125	0.03023954976170767	0.056134043226760286	long	short	long_short	FALSE
NonamEVm006000	126.04052179047815	0.7583686237477243	0.030307165367857908	0.05624900759195834	long	short	long_short	FALSE
NonamEVm008492	286.5589858625501	0.8658598620845801	0.030501932586130546	0.056599873405653076	long	short	long_short	FALSE
NonamEVm004293	4.162904197711984	-3.3456095900412723	0.030542848659082307	0.05666517254035968	long	short	long_short	FALSE
NonamEVm009685	109.94796529243872	0.8168538114495694	0.030577826434319264	0.05671943212633991	long	short	long_short	FALSE
NonamEVm005317	36.810144137616405	1.0627937487056018	0.030615792600771036	0.05677921356394868	long	short	long_short	FALSE
NonamEVm010980	178.10889174267447	0.9090060662087514	0.030654404132125175	0.05682952103625154	long	short	long_short	FALSE
NonamEVm003717	120.57922922994553	0.6773588312451638	0.030650529989440137	0.05682952103625154	long	short	long_short	FALSE
NonamEVm007724	73.74109818212878	0.9926600321052501	0.030686072434390636	0.056877574978597065	long	short	long_short	FALSE
NonamEVm004408	143.8043628295185	0.7225697090439454	0.030827937323024964	0.057129825421096445	long	short	long_short	FALSE
NonamEVm001024	326.43357458852637	-0.6084682944893124	0.030840433601466818	0.05714228251640435	long	short	long_short	FALSE
NonamEVm003574	23.607504276467633	1.239270891877827	0.031004971076889324	0.05743638969990579	long	short	long_short	FALSE
NonamEVm005960	4.13902084626638	3.5762770154307058	0.03102100532366158	0.057455337578692686	long	short	long_short	FALSE
NonamEVm004814	7.58981406820683	-1.8911733489056999	0.031070058677848015	0.05753542303068562	long	short	long_short	FALSE
NonamEVm001120	90.66304664293322	-0.6822472513528899	0.0310785120665077	0.05754030971191024	long	short	long_short	FALSE
NonamEVm010757	7.433726762407783	-1.8289620785225043	0.031089810575390387	0.05755046117734068	long	short	long_short	FALSE
NonamEVm010188	49.48426286198984	1.1634448931904535	0.031107314475456026	0.05757209351956477	long	short	long_short	FALSE
NonamEVm007052	8.74317586990833	-1.908872121673651	0.031213441946895966	0.05775770783591669	long	short	long_short	FALSE
NonamEVm000737	140.10035662892466	-0.7217494947880666	0.031294980129836426	0.057894873388129785	long	short	long_short	FALSE
NonamEVm007175	855.5885894023327	0.6333933734308159	0.03129926966718819	0.057894873388129785	long	short	long_short	FALSE
NonamEVm007484	219.79889799649195	0.5939692041677789	0.03133934157826422	0.057958161887217856	long	short	long_short	FALSE
NonamEVm005095	72.67391563888184	0.9438016214306751	0.031356571685054485	0.057968360432523666	long	short	long_short	FALSE
NonamEVm003447	191.44311509170086	0.6583466167768295	0.031351198652315844	0.057968360432523666	long	short	long_short	FALSE
NonamEVm004338	3465.4327304198655	0.5502077430991004	0.031397114253592	0.05803246967753949	long	short	long_short	FALSE
NonamEVm010879	55.18551766996021	-0.8117859433846988	0.03142997745154644	0.05807151920472433	long	short	long_short	FALSE
NonamEVm006677	589.8952439869905	0.597970542819113	0.031429164288344996	0.05807151920472433	long	short	long_short	FALSE
NonamEVm003669	34.05174509124391	1.0080867152406943	0.031450562234212394	0.05809870522116219	long	short	long_short	FALSE
NonamEVm011238	3.5597449496314524	-3.1656526275298202	0.03153207651134934	0.0582384152960644	long	short	long_short	FALSE
NonamEVm008858	382.9124621936846	-0.9045584312160768	0.03154808031621751	0.05825710072948096	long	short	long_short	FALSE
NonamEVm002671	118.21092236408484	-0.8123098018309836	0.03158226356761683	0.05830934333304778	long	short	long_short	FALSE
NonamEVm004511	77.03917889779177	-0.9553541387058113	0.031594774812790695	0.0583215615645172	long	short	long_short	FALSE
NonamEVm005928	49.070127546195465	0.9203314637003079	0.03173482669772706	0.058569161693529825	long	short	long_short	FALSE
NonamEVm001229	100.98994772221279	-0.7421337711723252	0.03180484505604937	0.05868744111032343	long	short	long_short	FALSE
NonamEVm002713	191.53316940158015	0.6169683865434259	0.031896127511312704	0.05884490638552396	long	short	long_short	FALSE
NonamEVm011138	533.215443882289	0.7967529442402244	0.031902462904701195	0.05884562402701268	long	short	long_short	FALSE
NonamEVm002151	7.737211965303547	-2.003844419196611	0.03191119817107837	0.05885076725698687	long	short	long_short	FALSE
NonamEVm006242	7.157068676442886	-1.8425208635430437	0.032122224924149984	0.05922890587840288	long	short	long_short	FALSE
NonamEVm002486	389.2500729712417	-0.6893024073302934	0.032150247901344395	0.05925849380363273	long	short	long_short	FALSE
NonamEVm006230	382.59498912112633	0.5716006610106313	0.032145404161765055	0.05925849380363273	long	short	long_short	FALSE
NonamEVm004852	7.158408045288452	-2.189280230424141	0.03222840241726891	0.059325199092502445	long	short	long_short	FALSE
NonamEVm008361	5.644414910339119	-2.1536748131756953	0.03220506112817794	0.059325199092502445	long	short	long_short	FALSE
NonamEVm003025	27.865721190879505	1.1034474434495833	0.03219853859816081	0.059325199092502445	long	short	long_short	FALSE
NonamEVm001773	40.04482063647977	-0.9725852725092388	0.03220008686908679	0.059325199092502445	long	short	long_short	FALSE
NonamEVm009857	431.26512024985834	0.6690661565515996	0.03222535181691678	0.059325199092502445	long	short	long_short	FALSE
NonamEVm003354	279.5899190871557	0.5389890229821043	0.03221559350931977	0.059325199092502445	long	short	long_short	FALSE
NonamEVm000538	456.99095269140236	-0.48676319459759076	0.032221634673099624	0.059325199092502445	long	short	long_short	FALSE
NonamEVm000689	1017.704026752143	-0.6625527421986535	0.03224181483605025	0.059338850589093044	long	short	long_short	FALSE
NonamEVm009775	7.810190733110917	-1.9456118480293274	0.03228669776586651	0.059410405558016924	long	short	long_short	FALSE
NonamEVm001895	921.2225896862462	-0.5249683293053643	0.032295132557796	0.05941487856329229	long	short	long_short	FALSE
NonamEVm009879	25.446203455166508	1.1901338940955706	0.03233879559320675	0.05948414892014387	long	short	long_short	FALSE
NonamEVm007016	60.3518987666605	0.8710710323275125	0.03258421662251455	0.05992443926712581	long	short	long_short	FALSE
NonamEVm000978	262.33180813655315	-0.7669494377603694	0.03268028089380862	0.06008994049147717	long	short	long_short	FALSE
NonamEVm010762	64.18769324733204	-1.0567481403701176	0.03272471603702231	0.06016046626460575	long	short	long_short	FALSE
NonamEVm013546	42.90085568387253	-0.9694347615646226	0.03274219079426024	0.06018141160846941	long	short	long_short	FALSE
NonamEVm005277	14.300450206380598	2.1530549706111732	0.03276480334811838	0.060211790888204185	long	short	long_short	FALSE
NonamEVm000150	41.348544303996874	-0.9220236600279426	0.03286103924385643	0.06037743118403328	long	short	long_short	FALSE
NonamEVm004100	86.3351451856274	0.7948614296683612	0.03292664740187052	0.06048674636883435	long	short	long_short	FALSE
NonamEVm010185	60.53479570333126	0.8169012154632447	0.03298734974014064	0.060581003562928726	long	short	long_short	FALSE
NonamEVm001441	369.8488925546615	-0.6958991749970159	0.03299020090952131	0.060581003562928726	long	short	long_short	FALSE
NonamEVm003512	875.6143785895854	-0.7378006662943084	0.03308283716770254	0.060739843527195615	long	short	long_short	FALSE
NonamEVm000474	393.8238040592855	-0.6623215634782389	0.0330907607175198	0.06074312151003078	long	short	long_short	FALSE
NonamEVm005548	59.81319436800091	-0.9177847885708351	0.033163091000801566	0.060864604700284174	long	short	long_short	FALSE
NonamEVm000079	1005.4634096127814	-0.7193465465485052	0.03319737245956221	0.06091622433892594	long	short	long_short	FALSE
NonamEVm007463	105.95446781413956	0.8497362278434446	0.033252936375073115	0.06100687029434994	long	short	long_short	FALSE
NonamEVm000673	859.137695910269	0.5980328462105411	0.033284328606795394	0.06105314474380857	long	short	long_short	FALSE
NonamEVm011056	4319.068052871898	0.7752509885845866	0.03329803686976608	0.06106697050837753	long	short	long_short	FALSE
NonamEVm012299	6.693055842527658	-1.9207786048849693	0.03341652677132576	0.06127291994238276	long	short	long_short	FALSE
NonamEVm003073	869.5975469436463	0.5665772667797357	0.03345322233816598	0.061328841841143115	long	short	long_short	FALSE
NonamEVm008640	19.997700654293816	-1.2390450210317294	0.03346925229629037	0.061341540690366445	long	short	long_short	FALSE
NonamEVm003389	253.30558462291302	0.592737364122417	0.03347254645593965	0.061341540690366445	long	short	long_short	FALSE
NonamEVm003530	563.0761435112986	0.5704599473101069	0.03350009560445347	0.06138066026692677	long	short	long_short	FALSE
NonamEVm000565	3.2712514111770226	-3.6557438214559475	0.03359054162887816	0.0615349870343166	long	short	long_short	FALSE
NonamEVm003872	14.949172822874088	-1.355365371850264	0.033678972875070545	0.06168556645783789	long	short	long_short	FALSE
NonamEVm006582	3.0267684929997736	-2.9165192867218837	0.03369590247076408	0.06170515374735036	long	short	long_short	FALSE
NonamEVm000541	21.134259121379767	-1.1944241422585704	0.03383812792607894	0.06195413764227145	long	short	long_short	FALSE
NonamEVm001022	275.7932468205073	-0.6270848127292181	0.03388897796922996	0.062035761373196385	long	short	long_short	FALSE
NonamEVm005129	7360.204887108073	0.5346614266541504	0.03391755105688797	0.062076583180869865	long	short	long_short	FALSE
NonamEVm007154	501.4179390753332	0.6377473908706113	0.03404171811243173	0.062292315540056285	long	short	long_short	FALSE
NonamEVm009437	48.162187973358975	1.0062752848684544	0.03404863014834019	0.0622934449894573	long	short	long_short	FALSE
NonamEVm000593	2.1701153178954113	-4.379703853734343	0.03405597073589588	0.06229535793020806	long	short	long_short	FALSE
NonamEVm002084	4.270299715862224	-2.5379605725376186	0.03413636920522633	0.06241934768198813	long	short	long_short	FALSE
NonamEVm002558	492.2978573218849	0.6150657439345927	0.034130573105338236	0.06241934768198813	long	short	long_short	FALSE
NonamEVm010327	2.886897438309167	-3.24152925726738	0.03428169148790807	0.06267349325038579	long	short	long_short	FALSE
NonamEVm007920	3.129000859939929	-3.1504833703482653	0.03439035882277114	0.06286054505174421	long	short	long_short	FALSE
NonamEVm003477	27.443720988674595	-1.11280391881614	0.034403305165902745	0.06287259610743741	long	short	long_short	FALSE
NonamEVm002956	111.404687341708	0.8501258563791004	0.03444238860096456	0.06293239985139315	long	short	long_short	FALSE
NonamEVm006976	52.040922066228475	0.893687971206065	0.03449304599342266	0.06301332530014964	long	short	long_short	FALSE
NonamEVm009472	58.80947985589029	-0.8527327161960183	0.0344995795006382	0.06301362841238753	long	short	long_short	FALSE
NonamEVm011605	2.1610564150364837	-4.370610094600944	0.034508448145959096	0.06301819576534623	long	short	long_short	FALSE
NonamEVm010156	2.36997107293958	-3.7387354585547485	0.034576223816944536	0.06313031566281976	long	short	long_short	FALSE
NonamEVm007718	2.1557234826026015	-4.370693679789068	0.03461513968727093	0.06317567457239996	long	short	long_short	FALSE
NonamEVm005920	3.6334298206614624	3.3675608153581154	0.03462021859399	0.06317567457239996	long	short	long_short	FALSE
NonamEVm012019	2.6262381496459177	-3.3025599912753942	0.03461338334697145	0.06317567457239996	long	short	long_short	FALSE
NonamEVm002512	5.317594861099768	-2.2464490610362127	0.03474562138304654	0.06339282249384745	long	short	long_short	FALSE
NonamEVm010147	1.5253632314221486	-4.981352064053482	0.034758423446517854	0.06340449003257893	long	short	long_short	FALSE
NonamEVm002039	5.260335838165212	2.8748945983390746	0.034775908231277845	0.06342469367060921	long	short	long_short	FALSE
NonamEVm004757	261.95304702640976	0.5414362717582416	0.03483989548730636	0.06352968596690321	long	short	long_short	FALSE
NonamEVm009694	56.84521665887621	1.0067627770794256	0.03486051495144147	0.06355557405295961	long	short	long_short	FALSE
NonamEVm005172	141.64048625432892	-0.6632442266146904	0.0349088526818619	0.06363197755382305	long	short	long_short	FALSE
NonamEVm002753	187.7967238164448	0.5935505884081297	0.034935882153812776	0.06366951929910336	long	short	long_short	FALSE
NonamEVm005059	169.2757377633794	0.725703795630459	0.034963201232962655	0.06370757492200303	long	short	long_short	FALSE
NonamEVm005754	23.084173748166755	1.4963777176593696	0.0350690868464256	0.06388874879091086	long	short	long_short	FALSE
NonamEVm008284	68.39513709353794	0.9427096902867844	0.035108570973701465	0.0639489082193539	long	short	long_short	FALSE
NonamEVm007677	3.0166382821349544	-2.9279416978538255	0.03522666924991357	0.06415221179557319	long	short	long_short	FALSE
NonamEVm003804	171.56501033050046	0.6887721923353389	0.035258296811953124	0.06419799544638236	long	short	long_short	FALSE
NonamEVm001449	398.5624950423937	-0.5063934152826449	0.03527214836874391	0.06421140181329833	long	short	long_short	FALSE
NonamEVm001244	24.509900884222134	-1.0294613502268302	0.035440590445445584	0.06450617676073744	long	short	long_short	FALSE
NonamEVm001368	220.88692120632064	-0.6275678275344414	0.03545172102400304	0.06451456992525452	long	short	long_short	FALSE
NonamEVm007319	27.999143499392797	-1.1814035230326192	0.03547552217752522	0.06454601350777524	long	short	long_short	FALSE
NonamEVm006225	76.91897403587633	0.7233288185625983	0.035510056365334455	0.06459697018223341	long	short	long_short	FALSE
NonamEVm003597	37.12021362596728	-1.1260153800102142	0.035542378064828996	0.0646438840892387	long	short	long_short	FALSE
NonamEVm001587	73.49251554567648	-0.7769382977906929	0.035558466395621866	0.06466126120012385	long	short	long_short	FALSE
NonamEVm002792	118.62550251370381	0.7397895480135616	0.03561062981022788	0.06474422057725797	long	short	long_short	FALSE
NonamEVm010180	20.131878661491303	1.5443719935237643	0.03565869814255949	0.0648078010686444	long	short	long_short	FALSE
NonamEVm001987	544.142993508197	0.6097525242191327	0.03565379551752544	0.0648078010686444	long	short	long_short	FALSE
NonamEVm010534	17.32129963519472	-1.2656175918214783	0.03568923966897337	0.06483949252141738	long	short	long_short	FALSE
NonamEVm006746	43.46896240633425	0.8924217913707134	0.03568912694772387	0.06483949252141738	long	short	long_short	FALSE
NonamEVm013348	61.44944151317893	0.8843283192634135	0.035760880798104175	0.06495772327056515	long	short	long_short	FALSE
NonamEVm001986	50.07096136554965	0.8471099345949875	0.035782742257073855	0.06498550511580159	long	short	long_short	FALSE
NonamEVm002005	90.19949083269967	0.7497870554064548	0.035849268947691255	0.06509437899199132	long	short	long_short	FALSE
NonamEVm007279	12.156756217534008	-1.8251789186110352	0.03586117889581616	0.0651040591364881	long	short	long_short	FALSE
NonamEVm008762	4.702234287750556	-2.8431091642772355	0.03587593557543227	0.06511890287132753	long	short	long_short	FALSE
NonamEVm002678	413.20877156597805	-0.7988204820258012	0.03590777165681028	0.06516473653324675	long	short	long_short	FALSE
NonamEVm003921	90.30375568095918	-0.8854011669623599	0.03601543494864999	0.06534813792663005	long	short	long_short	FALSE
NonamEVm001765	296.47480145881207	0.5242400350686872	0.03606311954342999	0.06542266379501067	long	short	long_short	FALSE
NonamEVm003265	325.2924659858271	0.5197931177495261	0.03610477561461337	0.06548622791096297	long	short	long_short	FALSE
NonamEVm009194	675.5606615715571	0.7512253465362931	0.03611999254322688	0.06550182265123203	long	short	long_short	FALSE
NonamEVm001233	2.9622146944325096	-3.0502313564420254	0.03616628141495343	0.0655737487875374	long	short	long_short	FALSE
NonamEVm002946	4.785465840561758	-2.55667858530505	0.036306434683474734	0.06581580465793478	long	short	long_short	FALSE
NonamEVm002548	19.516324672780673	-1.169897060596922	0.03643815479279264	0.06604248714825567	long	short	long_short	FALSE
NonamEVm006133	1.7917605189933052	-4.1562812354890815	0.03647406017296502	0.0660712611150763	long	short	long_short	FALSE
NonamEVm010339	1.7917605189933052	-4.1562812354890815	0.03647406017296502	0.0660712611150763	long	short	long_short	FALSE
NonamEVm012735	1.7917605189933052	-4.1562812354890815	0.03647406017296502	0.0660712611150763	long	short	long_short	FALSE
NonamEVm006813	1.7864275865594226	-4.156255319658405	0.03660269269647877	0.06628000858634106	long	short	long_short	FALSE
NonamEVm002621	122.6584497040286	-0.7037034263057639	0.03659851951611124	0.06628000858634106	long	short	long_short	FALSE
NonamEVm001345	622.1425430221144	-0.6241325579274991	0.036621626006332016	0.06630216080473136	long	short	long_short	FALSE
NonamEVm012933	127.1683772489244	0.9348097691989797	0.03663183500731447	0.06630851275514615	long	short	long_short	FALSE
NonamEVm002214	14.068115307955884	-1.3713550243738988	0.0366799815546723	0.06638352184803166	long	short	long_short	FALSE
NonamEVm007605	86.53696572206836	-0.885063387342278	0.03676696127790864	0.06650568375059508	long	short	long_short	FALSE
NonamEVm010792	4184.15536106186	0.7572211923022325	0.03676764306785628	0.06650568375059508	long	short	long_short	FALSE
NonamEVm001613	139.04960652300545	-0.6114616891140097	0.036758135111655474	0.06650568375059508	long	short	long_short	FALSE
NonamEVm008885	8.594358887695442	-1.7723323414460976	0.03681903175483485	0.06658646532270572	long	short	long_short	FALSE
NonamEVm003435	103.56017504036936	0.7889174685525013	0.03682709458176631	0.06658887776012415	long	short	long_short	FALSE
NonamEVm013399	7.098788530786475	-1.8396066616082554	0.03690033541878655	0.06670911934678694	long	short	long_short	FALSE
NonamEVm006059	10.848684891654338	-2.0807792296720455	0.036923990127913156	0.0667396906494664	long	short	long_short	FALSE
NonamEVm009615	8.669080200273145	-1.9834993459572252	0.0369669556538514	0.06680259786553167	long	short	long_short	FALSE
