gene	mean	lfc	p	padj	group1	group2	contrast	isDE
NonamEVm008855	115.11495280728742	-2.8310875412630145	4.97611571616502e-14	2.190138156295753e-12	long	short	long_short	TRUE
NonamEVm000608	182.3405146342283	-2.3521724774001456	4.9795986779157686e-14	2.190138156295753e-12	long	short	long_short	TRUE
NonamEVm001706	107.59980080502082	-2.3959933929486406	5.240023495394614e-14	2.294481084532084e-12	long	short	long_short	TRUE
NonamEVm000071	105.3770045388475	-3.2658441112019876	5.695359752095004e-14	2.4828757756269674e-12	long	short	long_short	TRUE
NonamEVm007684	530.7821705188697	-1.9429636508261519	6.36614263250057e-14	2.7631292759309487e-12	long	short	long_short	TRUE
NonamEVm000122	5289.357689334887	-2.4593554953335324	6.527611886907423e-14	2.8208404905168495e-12	long	short	long_short	TRUE
NonamEVm000142	329.4594285577953	-2.4958395637174164	6.824518494378903e-14	2.9363232617553747e-12	long	short	long_short	TRUE
NonamEVm000241	644.9337272381038	-2.666062406865421	6.931461871045382e-14	2.9694262630244633e-12	long	short	long_short	TRUE
NonamEVm001275	117.7381971726855	-2.356364549962335	7.305528845346693e-14	3.1161859247220204e-12	long	short	long_short	TRUE
NonamEVm006180	61.46053395969009	-3.451839672737906	8.136826897993966e-14	3.4558815013969223e-12	long	short	long_short	TRUE
NonamEVm001448	387.31552672818816	-2.243561091783563	8.307198463586768e-14	3.5131639314382333e-12	long	short	long_short	TRUE
NonamEVm007126	68.95463473717692	-3.670277949147422	8.504471426639493e-14	3.5812872016180606e-12	long	short	long_short	TRUE
NonamEVm001290	748.458967541095	-2.1156310507373366	9.146386010604148e-14	3.835281184785536e-12	long	short	long_short	TRUE
NonamEVm007482	409.76333984122243	11.244536871293652	9.549237421796139e-14	3.987310275362641e-12	long	short	long_short	TRUE
NonamEVm009918	1698.9883228296019	2.595682904271134	9.793911170514747e-14	4.060529481624111e-12	long	short	long_short	TRUE
NonamEVm000107	768.9560087535608	-2.064494531915718	9.806654669645944e-14	4.060529481624111e-12	long	short	long_short	TRUE
NonamEVm001135	1034.9048777848275	-1.6266999273807408	1.0302609014980662e-13	4.248109117177026e-12	long	short	long_short	TRUE
NonamEVm002349	286.29530496879175	-1.8144934177616343	1.0445525534201236e-13	4.289166833462881e-12	long	short	long_short	TRUE
NonamEVm006872	98.32930752429077	9.181670287076022	1.3274012309679157e-13	5.405745918377981e-12	long	short	long_short	TRUE
NonamEVm004112	103.38068336632747	-2.514571029557201	1.3242151634043878e-13	5.405745918377981e-12	long	short	long_short	TRUE
NonamEVm008496	347.6377837778777	2.275667383097975	1.4377684029526082e-13	5.8312115227946765e-12	long	short	long_short	TRUE
NonamEVm006016	2294.291841145693	1.6036994125692858	1.636869193155303e-13	6.6116153205979085e-12	long	short	long_short	TRUE
NonamEVm002455	202.56249652803803	-3.0040698741711314	1.7256525604843428e-13	6.941893389655714e-12	long	short	long_short	TRUE
NonamEVm002868	1060.7480084700342	1.9570511545235278	1.7385083802667377e-13	6.965295113813618e-12	long	short	long_short	TRUE
NonamEVm004236	883.1478851424764	2.181841193803364	1.7684697563570008e-13	7.056764801979388e-12	long	short	long_short	TRUE
NonamEVm009018	94.31418042781868	9.120833957261993	2.0409683575807183e-13	8.111414805871e-12	long	short	long_short	TRUE
NonamEVm000093	442.7394720802746	-2.263766400659709	2.314188578392927e-13	9.160484068710563e-12	long	short	long_short	TRUE
NonamEVm006507	53.24000042534394	-4.648959300386668	2.3593246516617956e-13	9.30194292942037e-12	long	short	long_short	TRUE
NonamEVm000121	655.693327070594	-2.572076348491572	2.469444417486482e-13	9.69746902993898e-12	long	short	long_short	TRUE
NonamEVm006091	267.82209113113566	-1.8114820150644586	2.501966972099556e-13	9.78634986399099e-12	long	short	long_short	TRUE
NonamEVm000603	419.12239628696625	-1.944351884715597	2.5198148621158885e-13	9.817357431298753e-12	long	short	long_short	TRUE
NonamEVm003480	168.7170923939169	2.618305108682694	2.658600535236979e-13	1.0317455253609859e-11	long	short	long_short	TRUE
NonamEVm007071	159.43188517402868	-2.4955130409507844	2.7972497867145154e-13	1.0813118706768299e-11	long	short	long_short	TRUE
NonamEVm010128	2114.563435683827	1.8368252833081302	2.8761849937847447e-13	1.1074990933266082e-11	long	short	long_short	TRUE
NonamEVm000554	35.30062653852346	-4.56033086811362	2.936093558384169e-13	1.1261853431693695e-11	long	short	long_short	TRUE
NonamEVm001285	563.5528238027588	-2.2363820388693947	3.0311427153690916e-13	1.1581539888529935e-11	long	short	long_short	TRUE
NonamEVm000015	544.8010701717886	-2.2131478689499544	3.048968187976279e-13	1.1604841995466637e-11	long	short	long_short	TRUE
NonamEVm005244	1662.5873963584352	2.248908458155709	3.2239470797397086e-13	1.2223823870154848e-11	long	short	long_short	TRUE
NonamEVm006419	67.87450729077071	-3.0567635403793716	3.298634234679107e-13	1.2459268849765054e-11	long	short	long_short	TRUE
NonamEVm003417	168.88074173343176	-2.976330721485088	3.676320597493535e-13	1.383302989840153e-11	long	short	long_short	TRUE
NonamEVm000642	72.1683028259559	-2.7565819181743594	4.0545290122822585e-13	1.5198340570282284e-11	long	short	long_short	TRUE
NonamEVm003423	2111.2614709963523	1.6076342418154648	4.69327031619149e-13	1.7526265301521126e-11	long	short	long_short	TRUE
NonamEVm002647	328.7973191745915	-2.116598565941319	4.751174640320211e-13	1.7675798586695044e-11	long	short	long_short	TRUE
NonamEVm002950	86.73282679838134	-2.598716471601325	4.919722503060179e-13	1.8234297337184845e-11	long	short	long_short	TRUE
NonamEVm000334	238.50738055829225	-2.6013375646154655	4.938647626602147e-13	1.8236140639124946e-11	long	short	long_short	TRUE
NonamEVm000670	642.1344243116112	-2.2566298392474713	5.198506921156406e-13	1.9124321372402897e-11	long	short	long_short	TRUE
NonamEVm000963	85.90965037880362	-2.4306332950514835	5.25978941534453e-13	1.9278102242314618e-11	long	short	long_short	TRUE
NonamEVm003290	79.97527793030571	-2.5527450336331294	6.108905253908269e-13	2.2307648115378685e-11	long	short	long_short	TRUE
NonamEVm004671	31.482987475254525	-3.781164872471434	6.853494937972909e-13	2.493462717138967e-11	long	short	long_short	TRUE
NonamEVm007781	591.465599349625	2.1655239651678437	7.148414696740703e-13	2.5912348658954574e-11	long	short	long_short	TRUE
NonamEVm000476	58.02835914738462	-4.640149305764146	7.567403495171721e-13	2.7184280001222052e-11	long	short	long_short	TRUE
NonamEVm013395	106.5292588324984	-3.0529631637094816	7.581711075522722e-13	2.7184280001222052e-11	long	short	long_short	TRUE
NonamEVm000543	77.8665434793902	-2.708575565810292	7.554440531463147e-13	2.7184280001222052e-11	long	short	long_short	TRUE
NonamEVm000048	449.4250770879769	-2.71083862757858	7.72348867813245e-13	2.7592651248663802e-11	long	short	long_short	TRUE
NonamEVm005665	382.1321480145748	2.072294613161969	8.334989823485412e-13	2.9670165213385486e-11	long	short	long_short	TRUE
NonamEVm004568	66.22962989980138	5.750242034710734	8.388651664508268e-13	2.9754156584936856e-11	long	short	long_short	TRUE
NonamEVm004660	657.446794384445	-1.975414574109341	8.918305536876713e-13	3.151983985461855e-11	long	short	long_short	TRUE
NonamEVm001590	693.165618670652	-2.5573896462561088	9.035501666039137e-13	3.182040017335349e-11	long	short	long_short	TRUE
NonamEVm000623	138.93596222080603	-2.4562434467195495	9.39169002514758e-13	3.2957505137893777e-11	long	short	long_short	TRUE
NonamEVm001230	2726.3384671244444	-1.94708835736502	9.599333799605238e-13	3.3567140381941145e-11	long	short	long_short	TRUE
NonamEVm000124	100.24897054104424	-3.4417656731538866	1.0177877669503902e-12	3.54648864145812e-11	long	short	long_short	TRUE
NonamEVm000310	304.8510187393943	-2.0232715625454984	1.0258418218107832e-12	3.562010760926144e-11	long	short	long_short	TRUE
NonamEVm001528	55.99632495491634	-3.042737374669377	1.1184953309498127e-12	3.8701502779997714e-11	long	short	long_short	TRUE
NonamEVm000151	66.42580852311755	-2.6495266216110087	1.1244701638595283e-12	3.8772671573358506e-11	long	short	long_short	TRUE
NonamEVm012580	76.68045979115126	8.827126712338103	1.1501444031364638e-12	3.952023962999461e-11	long	short	long_short	TRUE
NonamEVm000023	1995.6065149051933	-1.807421803452873	1.2090242659289892e-12	4.13996682893885e-11	long	short	long_short	TRUE
NonamEVm007660	219.7883643153979	2.3808015490050294	1.2277949972106593e-12	4.189744583585064e-11	long	short	long_short	TRUE
NonamEVm000427	132.6406920665471	-4.442093418817546	1.274557859575437e-12	4.334372707339699e-11	long	short	long_short	TRUE
NonamEVm001482	364.61565076824786	-1.9927391035230047	1.281176854819403e-12	4.34196101208658e-11	long	short	long_short	TRUE
NonamEVm001063	160.36749992975388	-2.0811547565956863	1.3034150366754097e-12	4.4022509225050694e-11	long	short	long_short	TRUE
NonamEVm005206	740.2401234389698	-1.558304155357454	1.325575185190155e-12	4.4618680383135284e-11	long	short	long_short	TRUE
NonamEVm004376	270.52929668572466	-1.9516228615522384	1.3755587810987721e-12	4.6144168466960843e-11	long	short	long_short	TRUE
NonamEVm000096	778.6792968171227	-1.7446488363675665	1.4410231031329688e-12	4.81769075290671e-11	long	short	long_short	TRUE
NonamEVm008554	54.361818284190626	-2.8836693196924594	1.4506623373249834e-12	4.8335873704269484e-11	long	short	long_short	TRUE
NonamEVm007958	511.52104161764225	2.6501647794423397	1.4786800099056479e-12	4.910408516116205e-11	long	short	long_short	TRUE
NonamEVm000233	372.6360864804748	-2.00686959588626	1.485108833584754e-12	4.915263216439708e-11	long	short	long_short	TRUE
NonamEVm006585	536.2004829683683	2.2589383400364156	1.5147313585417602e-12	4.996593841376419e-11	long	short	long_short	TRUE
NonamEVm007000	474.32212222109956	2.040319871823414	1.5801021406154822e-12	5.194913881571698e-11	long	short	long_short	TRUE
NonamEVm001360	117.66859514332742	-2.1601459532701996	1.7589104755012148e-12	5.763635121046365e-11	long	short	long_short	TRUE
NonamEVm000366	904.4892983072809	-2.3486281354294958	1.8408993119207207e-12	6.012389303883647e-11	long	short	long_short	TRUE
NonamEVm005495	305.913202604947	1.8978773185389808	1.8632633274017373e-12	6.065412463147235e-11	long	short	long_short	TRUE
NonamEVm001931	1629.4928152851123	-1.5592743876900133	1.913434418286151e-12	6.208310492904836e-11	long	short	long_short	TRUE
NonamEVm009501	462.21702508097445	2.6158267014428316	1.9663399459743844e-12	6.359117681491015e-11	long	short	long_short	TRUE
NonamEVm004774	143.50240393541998	2.6690169368837022	2.037291639681992e-12	6.567113376642668e-11	long	short	long_short	TRUE
NonamEVm002497	257.623474773676	-2.3847778922755976	2.0650690054142182e-12	6.63503989531789e-11	long	short	long_short	TRUE
NonamEVm001661	291.3216505639532	-2.2701737218655254	2.410595077891953e-12	7.720145272109633e-11	long	short	long_short	TRUE
NonamEVm000545	223.22098974753754	-2.016900804323761	2.433609497603109e-12	7.76870954460657e-11	long	short	long_short	TRUE
NonamEVm001059	102.7181959412919	-2.410443373858996	2.4880136850038017e-12	7.916843545594091e-11	long	short	long_short	TRUE
NonamEVm000533	579.7599098470106	-1.9331978606213827	2.5570659173918284e-12	8.110488563624851e-11	long	short	long_short	TRUE
NonamEVm000540	2237.2910168966637	-2.3240959124431337	2.7641405296156826e-12	8.739276255935079e-11	long	short	long_short	TRUE
NonamEVm001027	448.6589042506463	-1.8920037690605023	2.839071517926672e-12	8.947596095988008e-11	long	short	long_short	TRUE
NonamEVm001705	132.31632528124402	-2.437032839740684	3.1291859969691675e-12	9.830610992383136e-11	long	short	long_short	TRUE
NonamEVm004470	763.8721980784143	1.6936061836569831	3.2527572546521203e-12	1.018648284558145e-10	long	short	long_short	TRUE
NonamEVm001488	189.75070208557833	-2.3021055895092593	3.3551292202246516e-12	1.0473930209256516e-10	long	short	long_short	TRUE
NonamEVm008719	2494.38969632818	2.329128063201038	3.5293878854417777e-12	1.0983277520230136e-10	long	short	long_short	TRUE
NonamEVm008111	561.8708092052191	2.1759194301139804	3.6875210699442715e-12	1.1439407055852198e-10	long	short	long_short	TRUE
NonamEVm007871	175.38265429654933	-1.995274873887855	3.796971461216999e-12	1.1742134243813568e-10	long	short	long_short	TRUE
NonamEVm000865	225.3058504516602	-2.2013303069630084	3.99101905961821e-12	1.2303777138312088e-10	long	short	long_short	TRUE
NonamEVm000168	353.4753682408921	-2.638652019174045	4.164818318338819e-12	1.2799702508782903e-10	long	short	long_short	TRUE
NonamEVm000840	517.3849479773321	-2.1928054438310953	4.3295199031632496e-12	1.3264683889072297e-10	long	short	long_short	TRUE
NonamEVm006090	149.7741102815623	2.6888832269010674	4.485399352346453e-12	1.3699849379882868e-10	long	short	long_short	TRUE
NonamEVm003941	596.3707488736342	1.8172746891112181	4.589754306012997e-12	1.3975448803786038e-10	long	short	long_short	TRUE
NonamEVm005058	484.38094675051616	2.0182520633918015	4.84488845257311e-12	1.470706016155322e-10	long	short	long_short	TRUE
NonamEVm001659	1702.952061724662	-1.75163394460792	4.8882102449950415e-12	1.4793189169562975e-10	long	short	long_short	TRUE
NonamEVm004204	95.8592131483504	2.693763233164463	4.983879520764371e-12	1.5036729188257384e-10	long	short	long_short	TRUE
NonamEVm000210	65.45362271909843	-3.142956372145861	5.307796872687605e-12	1.5965336733166122e-10	long	short	long_short	TRUE
NonamEVm000706	283.9585047792401	-1.9520105653908486	5.369811730362608e-12	1.6102926328384354e-10	long	short	long_short	TRUE
NonamEVm000683	533.0225574688093	-2.1459351510083646	5.406643750931421e-12	1.6164394730881372e-10	long	short	long_short	TRUE
NonamEVm000339	406.46606732416257	-2.248557451761561	5.466471014512957e-12	1.6294035289042237e-10	long	short	long_short	TRUE
NonamEVm000197	743.8886351712991	-1.9822084372961346	5.6264520244675425e-12	1.6720531301540783e-10	long	short	long_short	TRUE
NonamEVm002279	87.83260237098548	3.9437935983048127	5.723752291891226e-12	1.695875828759149e-10	long	short	long_short	TRUE
NonamEVm001393	391.29640031510166	-1.7613363939006599	5.923156175270897e-12	1.7497180152382328e-10	long	short	long_short	TRUE
NonamEVm007824	5925.7243860216795	-1.7623767619238455	6.019048307512271e-12	1.7727530372363522e-10	long	short	long_short	TRUE
NonamEVm000530	578.3068950696166	-1.9040917553616163	6.3489631988845254e-12	1.8643721013697703e-10	long	short	long_short	TRUE
NonamEVm000677	597.6557521802383	-1.9435614703154338	6.727264256926412e-12	1.969615594276443e-10	long	short	long_short	TRUE
NonamEVm000176	893.657904077619	-2.206733421092103	6.963594056927883e-12	2.032794300512045e-10	long	short	long_short	TRUE
NonamEVm002568	48.15630288954265	-2.9041265606903335	7.547403667656506e-12	2.19673843220967e-10	long	short	long_short	TRUE
NonamEVm001812	363.90461457779054	-1.7325815114655096	8.041979249364267e-12	2.333824828495859e-10	long	short	long_short	TRUE
NonamEVm000842	391.07123432348936	-2.3357214815318077	9.174063628141562e-12	2.6545770077218977e-10	long	short	long_short	TRUE
NonamEVm001078	47.65563146256681	-3.2341139636440115	9.8744862591685e-12	2.848918834423658e-10	long	short	long_short	TRUE
NonamEVm005143	2209.524398303553	1.540100439945594	1.0100244417713565e-11	2.9055819406306234e-10	long	short	long_short	TRUE
NonamEVm006497	315.2989344711972	2.378001381893478	1.0813290881708207e-11	3.101690625083606e-10	long	short	long_short	TRUE
NonamEVm000315	563.4799268097686	-1.5797628468263674	1.0902715650277302e-11	3.118302718934803e-10	long	short	long_short	TRUE
NonamEVm001357	397.36980090542573	-1.9845119745103994	1.1409845303311666e-11	3.2539432023507854e-10	long	short	long_short	TRUE
NonamEVm000083	1128.3543808495933	-1.6785508154735298	1.2455556318820566e-11	3.541959348593343e-10	long	short	long_short	TRUE
NonamEVm001316	31.524905885280027	-4.444741370318126	1.3003891871594878e-11	3.6872926636476474e-10	long	short	long_short	TRUE
NonamEVm000549	645.5443970978839	-2.1930676147744417	1.3087208782006574e-11	3.70031480304963e-10	long	short	long_short	TRUE
NonamEVm000437	939.9822138179186	-1.7258158300682693	1.3703000780007376e-11	3.8633873424203133e-10	long	short	long_short	TRUE
NonamEVm009360	1036.9848256938997	2.2495538954383503	1.3787050479015094e-11	3.876041236941289e-10	long	short	long_short	TRUE
NonamEVm002378	73.20951367305325	3.9455709168426756	1.6342996934841733e-11	4.581594834764696e-10	long	short	long_short	TRUE
NonamEVm000471	250.77344515553156	-1.8869342976782226	1.715468009016643e-11	4.795556897522231e-10	long	short	long_short	TRUE
NonamEVm007943	476.98402638464904	7.085156244816584	1.7261410173887398e-11	4.798284131482856e-10	long	short	long_short	TRUE
NonamEVm006275	256.04406284165896	-1.988665066363815	1.7229361700650543e-11	4.798284131482856e-10	long	short	long_short	TRUE
NonamEVm009594	407.2729833403442	2.284763794088842	1.7499146467901217e-11	4.850743794015419e-10	long	short	long_short	TRUE
NonamEVm001559	210.48166293619806	-2.2884719238808158	1.76978927782609e-11	4.892132595912566e-10	long	short	long_short	TRUE
NonamEVm009424	145.41678849530845	3.1394029873313687	1.7983827072394066e-11	4.957324587978041e-10	long	short	long_short	TRUE
NonamEVm001119	656.8521069303275	-1.8110897393282448	1.927076009241265e-11	5.297317829847655e-10	long	short	long_short	TRUE
NonamEVm005189	587.3798440178607	2.8240967237711	1.982903306102906e-11	5.435681749915334e-10	long	short	long_short	TRUE
NonamEVm001873	922.4424437924691	-1.552277284335713	2.0072387520393153e-11	5.487191903364935e-10	long	short	long_short	TRUE
