term	gene	description	ontology
GO:0022008	NonamEVm001480	neurogenesis	BP
GO:0022008	NonamEVm001890	neurogenesis	BP
GO:0022008	NonamEVm005450	neurogenesis	BP
GO:0022008	NonamEVm005888	neurogenesis	BP
GO:0022008	NonamEVm002543	neurogenesis	BP
GO:0022008	NonamEVm002036	neurogenesis	BP
GO:0022008	NonamEVm000574	neurogenesis	BP
GO:0022008	NonamEVm003921	neurogenesis	BP
GO:0022008	NonamEVm006510	neurogenesis	BP
GO:0022008	NonamEVm007142	neurogenesis	BP
GO:0022008	NonamEVm004089	neurogenesis	BP
GO:0022008	NonamEVm000454	neurogenesis	BP
GO:0022008	NonamEVm003356	neurogenesis	BP
GO:0022008	NonamEVm001810	neurogenesis	BP
GO:0022008	NonamEVm001674	neurogenesis	BP
GO:0022008	NonamEVm002131	neurogenesis	BP
GO:0022008	NonamEVm000860	neurogenesis	BP
GO:0022008	NonamEVm000111	neurogenesis	BP
GO:0022008	NonamEVm001639	neurogenesis	BP
GO:0022008	NonamEVm008273	neurogenesis	BP
GO:0022008	NonamEVm000670	neurogenesis	BP
GO:0022008	NonamEVm007717	neurogenesis	BP
GO:0022008	NonamEVm001994	neurogenesis	BP
GO:0022008	NonamEVm002984	neurogenesis	BP
GO:0022008	NonamEVm001805	neurogenesis	BP
GO:0022008	NonamEVm005909	neurogenesis	BP
GO:0022008	NonamEVm002986	neurogenesis	BP
GO:0022008	NonamEVm001368	neurogenesis	BP
GO:0022008	NonamEVm000101	neurogenesis	BP
GO:0022008	NonamEVm010549	neurogenesis	BP
GO:0022008	NonamEVm000222	neurogenesis	BP
GO:0022008	NonamEVm005439	neurogenesis	BP
GO:0022008	NonamEVm004011	neurogenesis	BP
GO:0022008	NonamEVm000596	neurogenesis	BP
GO:0022008	NonamEVm002123	neurogenesis	BP
GO:0022008	NonamEVm000721	neurogenesis	BP
GO:0022008	NonamEVm002397	neurogenesis	BP
GO:0022008	NonamEVm001602	neurogenesis	BP
GO:0022008	NonamEVm000626	neurogenesis	BP
GO:0022008	NonamEVm000637	neurogenesis	BP
GO:0022008	NonamEVm000779	neurogenesis	BP
GO:0022008	NonamEVm002588	neurogenesis	BP
GO:0022008	NonamEVm000615	neurogenesis	BP
GO:0022008	NonamEVm000714	neurogenesis	BP
GO:0022008	NonamEVm000533	neurogenesis	BP
GO:0022008	NonamEVm001002	neurogenesis	BP
GO:0022008	NonamEVm004747	neurogenesis	BP
GO:0022008	NonamEVm001809	neurogenesis	BP
GO:0022008	NonamEVm003493	neurogenesis	BP
GO:0022008	NonamEVm005544	neurogenesis	BP
GO:0022008	NonamEVm001328	neurogenesis	BP
GO:0022008	NonamEVm001466	neurogenesis	BP
GO:0022008	NonamEVm003690	neurogenesis	BP
GO:0022008	NonamEVm001559	neurogenesis	BP
GO:0022008	NonamEVm001091	neurogenesis	BP
GO:0022008	NonamEVm007579	neurogenesis	BP
GO:0022008	NonamEVm000675	neurogenesis	BP
GO:0022008	NonamEVm005118	neurogenesis	BP
GO:0022008	NonamEVm011327	neurogenesis	BP
GO:0022008	NonamEVm001804	neurogenesis	BP
GO:0022008	NonamEVm002020	neurogenesis	BP
GO:0022008	NonamEVm006098	neurogenesis	BP
GO:0022008	NonamEVm002999	neurogenesis	BP
GO:0022008	NonamEVm002802	neurogenesis	BP
GO:0022008	NonamEVm001998	neurogenesis	BP
GO:0022008	NonamEVm004129	neurogenesis	BP
GO:0022008	NonamEVm004865	neurogenesis	BP
GO:0022008	NonamEVm004132	neurogenesis	BP
GO:0022008	NonamEVm004560	neurogenesis	BP
GO:0022008	NonamEVm003106	neurogenesis	BP
GO:0022008	NonamEVm009330	neurogenesis	BP
GO:0022008	NonamEVm002694	neurogenesis	BP
GO:0022008	NonamEVm002625	neurogenesis	BP
GO:0022008	NonamEVm000861	neurogenesis	BP
GO:0022008	NonamEVm001511	neurogenesis	BP
GO:0022008	NonamEVm002099	neurogenesis	BP
GO:0022008	NonamEVm006336	neurogenesis	BP
GO:0022008	NonamEVm001974	neurogenesis	BP
GO:0022008	NonamEVm005369	neurogenesis	BP
GO:0022008	NonamEVm005912	neurogenesis	BP
GO:0022008	NonamEVm006377	neurogenesis	BP
GO:0022008	NonamEVm003340	neurogenesis	BP
GO:0022008	NonamEVm009552	neurogenesis	BP
GO:0022008	NonamEVm005950	neurogenesis	BP
GO:0022008	NonamEVm009751	neurogenesis	BP
GO:0022008	NonamEVm003681	neurogenesis	BP
GO:0022008	NonamEVm000334	neurogenesis	BP
GO:0022008	NonamEVm006023	neurogenesis	BP
GO:0022008	NonamEVm007090	neurogenesis	BP
GO:0022008	NonamEVm004310	neurogenesis	BP
GO:0022008	NonamEVm009104	neurogenesis	BP
GO:0022008	NonamEVm000117	neurogenesis	BP
GO:0022008	NonamEVm007083	neurogenesis	BP
GO:0022008	NonamEVm005797	neurogenesis	BP
GO:0022008	NonamEVm009686	neurogenesis	BP
GO:0022008	NonamEVm001548	neurogenesis	BP
GO:0022008	NonamEVm005614	neurogenesis	BP
GO:0022008	NonamEVm006674	neurogenesis	BP
GO:0022407	NonamEVm000692	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm000505	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm001676	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm004901	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm009441	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm002093	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm001801	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm004884	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm004999	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm001603	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm004513	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm009057	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm001749	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm009239	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm003569	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm000391	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm003769	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm000578	regulation of cell-cell adhesion	BP
GO:0022407	NonamEVm000714	regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm000692	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm009441	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm001801	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm004884	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm009057	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm000391	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm003769	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm000578	positive regulation of cell-cell adhesion	BP
GO:0022409	NonamEVm000714	positive regulation of cell-cell adhesion	BP
GO:0022416	NonamEVm003660	chaeta development	BP
GO:0022416	NonamEVm006169	chaeta development	BP
GO:0022416	NonamEVm001686	chaeta development	BP
GO:0022416	NonamEVm001844	chaeta development	BP
GO:0022416	NonamEVm004287	chaeta development	BP
GO:0022416	NonamEVm005437	chaeta development	BP
GO:0022416	NonamEVm002189	chaeta development	BP
GO:0022416	NonamEVm004110	chaeta development	BP
GO:0022416	NonamEVm008521	chaeta development	BP
GO:0022416	NonamEVm003000	chaeta development	BP
GO:0022416	NonamEVm006889	chaeta development	BP
GO:0022416	NonamEVm001726	chaeta development	BP
GO:0022416	NonamEVm000115	chaeta development	BP
GO:0022416	NonamEVm002075	chaeta development	BP
GO:0022416	NonamEVm008910	chaeta development	BP
GO:0022416	NonamEVm003245	chaeta development	BP
GO:0022416	NonamEVm000071	chaeta development	BP
GO:0022416	NonamEVm002840	chaeta development	BP
GO:0022416	NonamEVm009267	chaeta development	BP
GO:0022416	NonamEVm006525	chaeta development	BP
GO:0022416	NonamEVm002795	chaeta development	BP
GO:0022416	NonamEVm000962	chaeta development	BP
GO:0022416	NonamEVm004884	chaeta development	BP
GO:0022416	NonamEVm000134	chaeta development	BP
GO:0022416	NonamEVm003993	chaeta development	BP
GO:0022416	NonamEVm006707	chaeta development	BP
GO:0022416	NonamEVm002058	chaeta development	BP
GO:0022416	NonamEVm006506	chaeta development	BP
GO:0022416	NonamEVm005713	chaeta development	BP
GO:0022416	NonamEVm006816	chaeta development	BP
GO:0022416	NonamEVm012399	chaeta development	BP
GO:0022416	NonamEVm007995	chaeta development	BP
GO:0022416	NonamEVm001270	chaeta development	BP
GO:0022416	NonamEVm010323	chaeta development	BP
GO:0022416	NonamEVm000158	chaeta development	BP
GO:0022416	NonamEVm012339	chaeta development	BP
GO:0022416	NonamEVm006241	chaeta development	BP
GO:0022416	NonamEVm000057	chaeta development	BP
GO:0022416	NonamEVm008201	chaeta development	BP
GO:0022416	NonamEVm003099	chaeta development	BP
GO:0022416	NonamEVm005866	chaeta development	BP
GO:0022416	NonamEVm008143	chaeta development	BP
GO:0022416	NonamEVm007929	chaeta development	BP
GO:0022416	NonamEVm003211	chaeta development	BP
GO:0022416	NonamEVm004509	chaeta development	BP
GO:0022416	NonamEVm005024	chaeta development	BP
GO:0022416	NonamEVm000241	chaeta development	BP
GO:0022416	NonamEVm005392	chaeta development	BP
GO:0022416	NonamEVm003381	chaeta development	BP
GO:0022416	NonamEVm004577	chaeta development	BP
GO:0022416	NonamEVm004944	chaeta development	BP
GO:0022416	NonamEVm007170	chaeta development	BP
GO:0022416	NonamEVm003799	chaeta development	BP
GO:0022416	NonamEVm006647	chaeta development	BP
GO:0022416	NonamEVm002434	chaeta development	BP
GO:0022416	NonamEVm005204	chaeta development	BP
GO:0022416	NonamEVm003243	chaeta development	BP
GO:0022416	NonamEVm001247	chaeta development	BP
GO:0022416	NonamEVm004620	chaeta development	BP
GO:0022416	NonamEVm000805	chaeta development	BP
GO:0022416	NonamEVm005328	chaeta development	BP
GO:0022416	NonamEVm006491	chaeta development	BP
GO:0022416	NonamEVm002122	chaeta development	BP
GO:0022416	NonamEVm005358	chaeta development	BP
GO:0022416	NonamEVm010020	chaeta development	BP
GO:0022416	NonamEVm008046	chaeta development	BP
GO:0022416	NonamEVm003233	chaeta development	BP
GO:0022416	NonamEVm002095	chaeta development	BP
GO:0022416	NonamEVm005533	chaeta development	BP
GO:0022416	NonamEVm003588	chaeta development	BP
GO:0022416	NonamEVm000548	chaeta development	BP
GO:0022416	NonamEVm004801	chaeta development	BP
GO:0022416	NonamEVm006813	chaeta development	BP
GO:0022416	NonamEVm002424	chaeta development	BP
GO:0022416	NonamEVm012927	chaeta development	BP
GO:0022416	NonamEVm006507	chaeta development	BP
GO:0022416	NonamEVm004765	chaeta development	BP
GO:0022416	NonamEVm000772	chaeta development	BP
GO:0022416	NonamEVm005606	chaeta development	BP
GO:0022416	NonamEVm004263	chaeta development	BP
GO:0022416	NonamEVm003777	chaeta development	BP
GO:0022416	NonamEVm006597	chaeta development	BP
GO:0022416	NonamEVm007290	chaeta development	BP
GO:0022416	NonamEVm001688	chaeta development	BP
GO:0022416	NonamEVm009906	chaeta development	BP
GO:0022416	NonamEVm006509	chaeta development	BP
GO:0022416	NonamEVm005777	chaeta development	BP
GO:0022416	NonamEVm000777	chaeta development	BP
GO:0022416	NonamEVm001823	chaeta development	BP
GO:0022416	NonamEVm006891	chaeta development	BP
GO:0022416	NonamEVm005117	chaeta development	BP
GO:0022416	NonamEVm007310	chaeta development	BP
GO:0022416	NonamEVm000035	chaeta development	BP
GO:0022416	NonamEVm000168	chaeta development	BP
GO:0022416	NonamEVm005351	chaeta development	BP
GO:0022416	NonamEVm005897	chaeta development	BP
GO:0022416	NonamEVm008716	chaeta development	BP
GO:0022416	NonamEVm006247	chaeta development	BP
GO:0022416	NonamEVm004482	chaeta development	BP
GO:0022416	NonamEVm003493	chaeta development	BP
GO:0022416	NonamEVm001559	chaeta development	BP
GO:0022416	NonamEVm001974	chaeta development	BP
GO:0022416	NonamEVm002077	chaeta development	BP
GO:0022416	NonamEVm009751	chaeta development	BP
GO:0022600	NonamEVm008521	digestive system process	BP
GO:0022600	NonamEVm002181	digestive system process	BP
GO:0022600	NonamEVm006686	digestive system process	BP
GO:0022600	NonamEVm012917	digestive system process	BP
GO:0022600	NonamEVm006647	digestive system process	BP
GO:0022600	NonamEVm007871	digestive system process	BP
GO:0022604	NonamEVm000109	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000559	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003825	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001367	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003637	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000859	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004563	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003201	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000677	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001342	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001676	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm006256	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009441	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm010683	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001801	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000004	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001032	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004375	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000754	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000071	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002556	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005172	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004175	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005108	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm008228	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004884	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001938	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000966	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009924	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm011746	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000827	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005009	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000757	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000386	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002826	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001429	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000469	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009617	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001065	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009886	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001600	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005296	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001564	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005832	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001969	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm008614	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003537	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000097	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001603	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009176	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000898	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000057	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000975	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm008472	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005946	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002998	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000073	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009921	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002100	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000592	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002035	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001357	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm012517	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003211	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002139	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005024	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002595	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm007785	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005456	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001732	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001397	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000133	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001543	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009057	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005225	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001749	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009982	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000868	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm008750	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm007110	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003243	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm006477	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001667	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003644	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000805	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009853	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm007072	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002308	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003238	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm007161	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001229	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002287	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm007954	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002029	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001266	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000054	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm007459	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009239	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000056	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009943	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001888	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004612	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005015	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001637	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002520	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm008671	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003576	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000856	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005611	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000548	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001375	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002424	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001098	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000200	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009922	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm008857	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000869	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005013	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004937	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm011186	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009678	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004391	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004878	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm003565	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009706	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000194	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm010172	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005384	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm012471	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000560	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004325	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000118	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001860	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000182	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004212	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000820	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000578	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002956	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm010543	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm010247	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000860	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005383	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000176	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm002123	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000779	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005544	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm001231	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004132	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm009330	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm005999	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm004310	regulation of cell morphogenesis	BP
GO:0022604	NonamEVm000117	regulation of cell morphogenesis	BP
GO:0022611	NonamEVm007986	dormancy process	BP
GO:0022611	NonamEVm008472	dormancy process	BP
GO:0022611	NonamEVm000920	dormancy process	BP
GO:0022611	NonamEVm000551	dormancy process	BP
GO:0022618	NonamEVm002889	protein-RNA complex assembly	BP
GO:0022618	NonamEVm006832	protein-RNA complex assembly	BP
GO:0022618	NonamEVm001057	protein-RNA complex assembly	BP
GO:0022618	NonamEVm009197	protein-RNA complex assembly	BP
GO:0022618	NonamEVm008653	protein-RNA complex assembly	BP
GO:0022618	NonamEVm007524	protein-RNA complex assembly	BP
GO:0022618	NonamEVm010434	protein-RNA complex assembly	BP
GO:0022618	NonamEVm001980	protein-RNA complex assembly	BP
GO:0022618	NonamEVm008455	protein-RNA complex assembly	BP
GO:0022618	NonamEVm009194	protein-RNA complex assembly	BP
GO:0022618	NonamEVm000696	protein-RNA complex assembly	BP
GO:0022618	NonamEVm003498	protein-RNA complex assembly	BP
GO:0022618	NonamEVm000393	protein-RNA complex assembly	BP
GO:0022618	NonamEVm007489	protein-RNA complex assembly	BP
GO:0022618	NonamEVm006790	protein-RNA complex assembly	BP
GO:0022618	NonamEVm002656	protein-RNA complex assembly	BP
GO:0022618	NonamEVm008492	protein-RNA complex assembly	BP
GO:0022618	NonamEVm007498	protein-RNA complex assembly	BP
GO:0022618	NonamEVm008514	protein-RNA complex assembly	BP
GO:0022618	NonamEVm008611	protein-RNA complex assembly	BP
GO:0022618	NonamEVm002076	protein-RNA complex assembly	BP
GO:0022618	NonamEVm005661	protein-RNA complex assembly	BP
GO:0022618	NonamEVm000320	protein-RNA complex assembly	BP
GO:0022618	NonamEVm004711	protein-RNA complex assembly	BP
GO:0022618	NonamEVm007693	protein-RNA complex assembly	BP
GO:0022618	NonamEVm007425	protein-RNA complex assembly	BP
GO:0022618	NonamEVm012210	protein-RNA complex assembly	BP
GO:0022618	NonamEVm006753	protein-RNA complex assembly	BP
GO:0022618	NonamEVm000151	protein-RNA complex assembly	BP
GO:0022618	NonamEVm011670	protein-RNA complex assembly	BP
GO:0022618	NonamEVm001378	protein-RNA complex assembly	BP
GO:0022618	NonamEVm010944	protein-RNA complex assembly	BP
GO:0022618	NonamEVm008861	protein-RNA complex assembly	BP
GO:0022618	NonamEVm012192	protein-RNA complex assembly	BP
GO:0022618	NonamEVm004102	protein-RNA complex assembly	BP
GO:0022618	NonamEVm004803	protein-RNA complex assembly	BP
GO:0022618	NonamEVm003400	protein-RNA complex assembly	BP
GO:0022618	NonamEVm007446	protein-RNA complex assembly	BP
GO:0022618	NonamEVm008468	protein-RNA complex assembly	BP
GO:0022618	NonamEVm001785	protein-RNA complex assembly	BP
GO:0022618	NonamEVm001175	protein-RNA complex assembly	BP
GO:0022618	NonamEVm002152	protein-RNA complex assembly	BP
GO:0022618	NonamEVm003412	protein-RNA complex assembly	BP
GO:0022618	NonamEVm007001	protein-RNA complex assembly	BP
GO:0022618	NonamEVm012435	protein-RNA complex assembly	BP
GO:0022618	NonamEVm004033	protein-RNA complex assembly	BP
GO:0022618	NonamEVm001060	protein-RNA complex assembly	BP
GO:0022618	NonamEVm000667	protein-RNA complex assembly	BP
GO:0022625	NonamEVm008910	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm012243	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010493	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm011166	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010379	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm009134	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm011545	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm011482	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm013035	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm006908	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm013358	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010068	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm012236	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm012045	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010029	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm005211	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm008156	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm013057	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010792	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm008055	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm011022	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm009098	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm011522	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm009157	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm006948	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010271	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm008005	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm011879	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm009229	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm011018	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm007596	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm007904	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm012778	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm006961	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010805	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm007969	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm010028	cytosolic large ribosomal subunit	CC
GO:0022625	NonamEVm009773	cytosolic large ribosomal subunit	CC
