term	gene	description	ontology
GO:0032559	NonamEVm007918	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010420	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002790	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001875	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001563	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000583	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002456	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011055	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003143	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000134	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003208	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008479	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000563	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006579	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006644	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000751	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002921	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005219	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001713	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004819	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007187	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001114	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006910	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008760	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001734	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004729	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005145	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000966	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005428	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005102	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013347	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010008	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004356	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002992	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001444	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000810	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005701	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008297	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000135	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003659	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006000	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003080	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011543	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013419	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002760	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008346	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000326	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011746	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012683	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011918	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002120	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001560	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004999	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001704	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004800	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007216	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001902	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009405	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001169	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004682	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011471	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013599	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004712	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002474	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009397	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008366	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004063	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001752	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001047	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002753	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002285	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005232	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000138	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001410	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000441	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003702	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004005	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009876	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001685	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002573	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003831	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001429	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004905	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004548	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002674	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005992	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000458	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000469	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004144	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001934	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005347	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006362	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003884	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005441	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005012	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004024	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003472	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001065	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002961	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011469	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004004	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002452	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005046	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002926	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008441	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006649	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003369	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002176	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007786	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003839	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000144	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005040	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001257	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003025	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010861	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009961	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002988	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003385	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009474	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006231	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005832	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010227	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003997	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013537	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001969	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000065	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006039	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010289	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013333	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009994	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002153	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002731	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013236	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000092	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013505	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012802	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010278	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002172	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006747	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012399	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001387	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002117	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012823	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012213	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012405	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011836	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011848	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000836	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000676	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000672	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011245	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012591	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004091	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001980	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000656	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004397	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010964	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000952	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006623	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005293	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010326	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001302	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006241	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009680	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009599	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002239	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009386	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001603	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011393	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005565	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012921	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009176	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011263	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005881	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002463	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006557	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007051	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000044	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010919	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001522	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013597	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003328	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003610	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005758	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005007	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004701	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000567	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008231	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001670	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001191	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006122	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008331	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000240	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001680	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001800	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001768	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002277	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002225	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001147	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002433	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013393	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001170	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003699	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005744	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006332	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012604	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001039	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001374	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002801	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007000	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000277	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006120	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002202	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000853	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013006	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002972	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004379	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001383	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003141	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006243	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004203	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005019	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002010	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009072	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002121	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000472	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000393	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001921	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001505	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000594	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001679	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002286	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005641	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000729	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011926	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003267	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005097	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002820	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003038	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000707	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005690	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000291	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000631	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005907	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012196	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010818	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002100	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013500	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002035	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005548	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000994	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004954	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004975	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008631	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003044	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000611	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002222	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001184	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004726	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001747	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011490	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002158	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002372	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001803	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000946	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000598	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001570	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000082	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000345	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001833	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003224	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003237	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004094	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003211	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001344	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003918	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000570	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000736	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002259	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007555	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000172	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001414	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007785	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004915	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005766	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004562	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004326	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001885	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007958	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003054	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003040	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008405	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010331	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005392	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001101	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001003	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002250	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005005	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001653	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005776	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005945	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001732	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001037	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000986	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003186	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001754	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001194	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003592	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000920	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011955	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004632	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006438	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007617	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009357	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000519	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002779	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003743	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010427	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003206	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001509	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001153	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000320	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000535	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004456	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003003	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001179	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007962	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011467	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002578	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002579	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003877	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003390	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001656	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005204	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002632	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003277	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002410	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002502	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001714	adenyl ribonucleotide binding	MF
